DateTime,Load,_id
2019-01-01 00:30:00,75.829,61318d3e751725d408a9585f
2019-01-01 01:00:00,195.85,61318d3e751725d408a95860
2019-01-01 01:30:00,278.206,61318d3e751725d408a95861
2019-01-01 02:00:00,269.167,61318d3e751725d408a95862
2019-01-01 02:30:00,231.001,61318d3e751725d408a95863
2019-01-01 03:00:00,202.378,61318d3e751725d408a95864
2019-01-01 03:30:00,61.266,61318d3e751725d408a95865
2019-01-01 04:00:00,59.257,61318d3e751725d408a95866
2019-01-01 04:30:00,178.273,61318d3e751725d408a95867
2019-01-01 05:00:00,217.443,61318d3e751725d408a95868
2019-01-01 05:30:00,240.543,61318d3e751725d408a95869
2019-01-01 06:00:00,222.966,61318d3e751725d408a9586a
2019-01-01 06:30:00,81.353,61318d3e751725d408a9586b
2019-01-01 07:00:00,19.083,61318d3e751725d408a9586c
2019-01-01 07:30:00,14.061,61318d3e751725d408a9586d
2019-01-01 08:00:00,10.546,61318d3e751725d408a9586e
2019-01-01 08:30:00,113.492,61318d3e751725d408a9586f
2019-01-01 09:00:00,163.208,61318d3e751725d408a95870
2019-01-01 09:30:00,170.239,61318d3e751725d408a95871
2019-01-01 10:00:00,165.217,61318d3e751725d408a95872
2019-01-01 10:30:00,94.912,61318d3e751725d408a95873
2019-01-01 11:00:00,158.185,61318d3e751725d408a95874
2019-01-01 11:30:00,157.684,61318d3e751725d408a95875
2019-01-01 12:00:00,156.68,61318d3e751725d408a95876
2019-01-01 12:30:00,13.559,61318d3e751725d408a95877
2019-01-01 13:00:00,13.057,61318d3e751725d408a95878
2019-01-01 13:30:00,14.563,61318d3e751725d408a95879
2019-01-01 14:00:00,129.562,61318d3e751725d408a9587a
2019-01-01 14:30:00,165.719,61318d3e751725d408a9587b
2019-01-01 15:00:00,165.216,61318d3e751725d408a9587c
2019-01-01 15:30:00,97.422,61318d3e751725d408a9587d
2019-01-01 16:00:00,145.13,61318d3e751725d408a9587e
2019-01-01 16:30:00,148.142,61318d3e751725d408a9587f
2019-01-01 17:00:00,168.732,61318d3e751725d408a95880
2019-01-01 17:30:00,155.173,61318d3e751725d408a95881
2019-01-01 18:00:00,147.64,61318d3e751725d408a95882
2019-01-01 18:30:00,124.038,61318d3e751725d408a95883
2019-01-01 19:00:00,22.598,61318d3e751725d408a95884
2019-01-01 19:30:00,13.559,61318d3e751725d408a95885
2019-01-01 20:00:00,14.061,61318d3e751725d408a95886
2019-01-01 20:30:00,61.768,61318d3e751725d408a95887
2019-01-01 21:00:00,144.125,61318d3e751725d408a95888
2019-01-01 21:30:00,88.885,61318d3e751725d408a95889
2019-01-01 22:00:00,179.779,61318d3e751725d408a9588a
2019-01-01 22:30:00,120.523,61318d3e751725d408a9588b
2019-01-01 23:00:00,190.325,61318d3e751725d408a9588c
2019-01-01 23:30:00,170.741,61318d3e751725d408a9588d
2019-01-02 00:00:00,175.26,61318d3e751725d408a9588e
2019-01-02 00:30:00,109.474,61318d3e751725d408a9588f
2019-01-02 01:00:00,224.975,61318d3e751725d408a95890
2019-01-02 01:30:00,179.78,61318d3e751725d408a95891
2019-01-02 02:00:00,210.412,61318d3e751725d408a95892
2019-01-02 02:30:00,217.945,61318d3e751725d408a95893
2019-01-02 03:00:00,173.252,61318d3e751725d408a95894
2019-01-02 03:30:00,17.075,61318d3e751725d408a95895
2019-01-02 04:00:00,16.07,61318d3e751725d408a95896
2019-01-02 04:30:00,124.038,61318d3e751725d408a95897
2019-01-02 05:00:00,158.688,61318d3e751725d408a95898
2019-01-02 05:30:00,168.732,61318d3e751725d408a95899
2019-01-02 06:00:00,170.238,61318d3e751725d408a9589a
2019-01-02 06:30:00,100.938,61318d3e751725d408a9589b
2019-01-02 07:00:00,16.07,61318d3e751725d408a9589c
2019-01-02 07:30:00,12.555,61318d3e751725d408a9589d
2019-01-02 08:00:00,12.555,61318d3e751725d408a9589e
2019-01-02 08:30:00,70.807,61318d3e751725d408a9589f
2019-01-02 09:00:00,109.474,61318d3e751725d408a958a0
2019-01-02 09:30:00,210.412,61318d3e751725d408a958a1
2019-01-02 10:00:00,199.365,61318d3e751725d408a958a2
2019-01-02 10:30:00,105.457,61318d3e751725d408a958a3
2019-01-02 11:00:00,185.806,61318d3e751725d408a958a4
2019-01-02 11:30:00,185.805,61318d3e751725d408a958a5
2019-01-02 12:00:00,170.238,61318d3e751725d408a958a6
2019-01-02 12:30:00,21.594,61318d3e751725d408a958a7
2019-01-02 13:00:00,16.572,61318d3e751725d408a958a8
2019-01-02 13:30:00,132.072,61318d3e751725d408a958a9
2019-01-02 14:00:00,161.701,61318d3e751725d408a958aa
2019-01-02 14:30:00,158.688,61318d3e751725d408a958ab
2019-01-02 15:00:00,151.155,61318d3e751725d408a958ac
2019-01-02 15:30:00,88.383,61318d3e751725d408a958ad
2019-01-02 16:00:00,150.653,61318d3e751725d408a958ae
2019-01-02 16:30:00,165.719,61318d3e751725d408a958af
2019-01-02 17:00:00,157.684,61318d3e751725d408a958b0
2019-01-02 17:30:00,145.129,61318d3e751725d408a958b1
2019-01-02 18:00:00,165.719,61318d3e751725d408a958b2
2019-01-02 18:30:00,127.553,61318d3e751725d408a958b3
2019-01-02 19:00:00,50.72,61318d3e751725d408a958b4
2019-01-02 19:30:00,20.59,61318d3e751725d408a958b5
2019-01-02 20:00:00,18.079,61318d3e751725d408a958b6
2019-01-02 20:30:00,77.335,61318d3e751725d408a958b7
2019-01-02 21:00:00,184.802,61318d3e751725d408a958b8
2019-01-02 21:30:00,227.486,61318d3e751725d408a958b9
2019-01-02 22:00:00,174.758,61318d3e751725d408a958ba
2019-01-02 22:30:00,114.999,61318d3e751725d408a958bb
2019-01-02 23:00:00,216.94,61318d3e751725d408a958bc
2019-01-02 23:30:00,163.71,61318d3e751725d408a958bd
2019-01-03 00:00:00,156.679,61318d3e751725d408a958be
2019-01-03 00:30:00,78.339,61318d3e751725d408a958bf
2019-01-03 01:00:00,200.369,61318d3e751725d408a958c0
2019-01-03 01:30:00,196.854,61318d3e751725d408a958c1
2019-01-03 02:00:00,202.88,61318d3e751725d408a958c2
2019-01-03 02:30:00,198.862,61318d3e751725d408a958c3
2019-01-03 03:00:00,162.204,61318d3e751725d408a958c4
2019-01-03 03:30:00,62.27,61318d3e751725d408a958c5
2019-01-03 04:00:00,62.27,61318d3e751725d408a958c6
2019-01-03 04:30:00,188.819,61318d3e751725d408a958c7
2019-01-03 05:00:00,193.339,61318d3e751725d408a958c8
2019-01-03 05:30:00,177.77,61318d3e751725d408a958c9
2019-01-03 06:00:00,170.238,61318d3e751725d408a958ca
2019-01-03 06:30:00,97.422,61318d3e751725d408a958cb
2019-01-03 07:00:00,42.686,61318d3e751725d408a958cc
2019-01-03 07:30:00,13.559,61318d3e751725d408a958cd
2019-01-03 08:00:00,12.555,61318d3e751725d408a958ce
2019-01-03 08:30:00,62.27,61318d3e751725d408a958cf
2019-01-03 09:00:00,134.081,61318d3e751725d408a958d0
2019-01-03 09:30:00,126.549,61318d3e751725d408a958d1
2019-01-03 10:00:00,169.234,61318d3e751725d408a958d2
2019-01-03 10:30:00,106.462,61318d3e751725d408a958d3
2019-01-03 11:00:00,169.233,61318d3e751725d408a958d4
2019-01-03 11:30:00,210.412,61318d3e751725d408a958d5
2019-01-03 12:00:00,216.941,61318d3e751725d408a958d6
2019-01-03 12:30:00,64.279,61318d3e751725d408a958d7
2019-01-03 13:00:00,63.777,61318d3e751725d408a958d8
2019-01-03 13:30:00,141.614,61318d3e751725d408a958d9
2019-01-03 14:00:00,161.199,61318d3e751725d408a958da
2019-01-03 14:30:00,124.54,61318d3e751725d408a958db
2019-01-03 15:00:00,139.103,61318d3e751725d408a958dc
2019-01-03 15:30:00,74.825,61318d3e751725d408a958dd
2019-01-03 16:00:00,108.973,61318d3e751725d408a958de
2019-01-03 16:30:00,143.623,61318d3e751725d408a958df
2019-01-03 17:00:00,170.238,61318d3e751725d408a958e0
2019-01-03 17:30:00,165.719,61318d3e751725d408a958e1
2019-01-03 18:00:00,163.207,61318d3e751725d408a958e2
2019-01-03 18:30:00,140.61,61318d3e751725d408a958e3
2019-01-03 19:00:00,86.877,61318d3e751725d408a958e4
2019-01-03 19:30:00,52.729,61318d3e751725d408a958e5
2019-01-03 20:00:00,20.088,61318d3e751725d408a958e6
2019-01-03 20:30:00,121.025,61318d3e751725d408a958e7
2019-01-03 21:00:00,221.962,61318d3e751725d408a958e8
2019-01-03 21:30:00,199.364,61318d3e751725d408a958e9
2019-01-03 22:00:00,159.19,61318d3e751725d408a958ea
2019-01-03 22:30:00,113.492,61318d3e751725d408a958eb
2019-01-03 23:00:00,194.342,61318d3e751725d408a958ec
2019-01-03 23:30:00,170.238,61318d3e751725d408a958ed
2019-01-04 00:00:00,168.229,61318d3e751725d408a958ee
2019-01-04 00:30:00,134.081,61318d3e751725d408a958ef
2019-01-04 01:00:00,199.364,61318d3e751725d408a958f0
2019-01-04 01:30:00,175.762,61318d3e751725d408a958f1
2019-01-04 02:00:00,160.194,61318d3e751725d408a958f2
2019-01-04 02:30:00,73.821,61318d3e751725d408a958f3
2019-01-04 03:00:00,60.764,61318d3e751725d408a958f4
2019-01-04 03:30:00,85.371,61318d3e751725d408a958f5
2019-01-04 04:00:00,168.732,61318d3e751725d408a958f6
2019-01-04 04:30:00,198.863,61318d3e751725d408a958f7
2019-01-04 05:00:00,163.208,61318d3e751725d408a958f8
2019-01-04 05:30:00,20.088,61318d3e751725d408a958f9
2019-01-04 06:00:00,19.083,61318d3e751725d408a958fa
2019-01-04 06:30:00,17.577,61318d3e751725d408a958fb
2019-01-04 07:00:00,19.585,61318d3e751725d408a958fc
2019-01-04 07:30:00,15.568,61318d3e751725d408a958fd
2019-01-04 08:00:00,14.564,61318d3e751725d408a958fe
2019-01-04 08:30:00,40.676,61318d3e751725d408a958ff
